ID,CUENTA,PROMEDIO
4577,52539,10
4578,52276,10
4579,49720,9.3
4580,53108,6.7
4581,51320,9
4582,53378,8.9
4583,52365,7.7
4584,53678,8.2
4585,52862,10
4586,51296,8
4587,49806,5.1
4588,50106,10
4589,50385,9.7
4590,51918,6
4591,50232,7.7
4592,51198,7.1
4593,51668,10
4594,50760,8.1
4595,53572,5.9
4596,52829,8
4597,51894,8
4598,50646,8.7
4599,52849,7.8
4600,50530,6.9
4601,53047,10
4602,49745,9.8
4603,51887,9.9
4604,51473,9.4
4605,50844,8.3
4606,49978,9.4
4607,53145,9.2
4608,52626,10
4609,53319,8.9
4610,52767,10
4611,51840,9.5
4612,49713,9.6
4613,51433,9.4
4614,50601,6.2
4615,50254,10
4616,50611,10
4617,53081,7.6
4618,50247,7.7
4619,50457,6.1
4620,52581,8.8
4621,50766,10
4622,50493,7
4623,50419,5.8
4624,51282,6.5
4625,50931,5
4626,51654,6.3
4627,50140,7.7
4628,49928,9.7
4629,51520,9.5
4630,51611,5.8
4631,50492,9.5
4632,51823,8.2
4633,52567,6
4634,50462,10
4635,51087,10
4636,51950,5.2
4637,52972,9.2
4638,52185,8.4
4639,50135,5.6
4640,51476,8.1
4641,50060,7
4642,51507,8.7
4643,52221,8.4
4644,51246,5.4
4645,52472,7.2
4646,52119,9.1
4647,51316,10
4648,52856,7.7
4649,50135,7.5
4650,52755,10
4651,52997,8.9
4652,53473,9
4653,53418,10
4654,51015,10
4655,50040,7.2
4656,52481,5.3
4657,51871,6.6
4658,52685,8.9
4659,50540,9.6
4660,51246,6.2
4661,49831,8.4
4662,51724,10
4663,52047,8.3
4664,49983,10
4665,53721,5
4666,50874,7.6
4667,50731,7.2
4668,53231,6
4669,52623,7.7
4670,52239,6.4
4671,49796,10
4672,53522,5.2
4673,52447,10
4674,50280,8.2
4675,51050,7.2
4676,52657,6
4677,49799,6.9
4678,52336,6.1
4679,51211,8.2
4680,53733,7.4
4681,52151,5.7
4682,50981,7
4683,49974,5.7
4684,52259,8
4685,50366,5.9
4686,50070,9
4687,52290,7.2
4688,50745,8.1
4689,49948,7.9
4690,52436,9.4
4691,50082,8.5
4692,52260,6.8
4693,50840,6.6
4694,51878,9.3
4695,53320,5.5
4696,51720,10
4697,51589,5.3
4698,51363,8.5
4699,50875,6.2
4700,51659,9
4701,50246,6.1
4702,49989,8.7
4703,51246,10
4704,51708,9.1
4705,49863,5.4
4706,50517,6
4707,50950,10
4708,52284,10
4709,50357,8.6
4710,50271,6.3
4711,52800,6
4712,52544,9.6
4713,53160,6.4
4714,53218,5.6
4715,52153,10
4716,52642,8.4
4717,53444,7.8
4718,50083,9.8
4719,50685,8.6
4720,50806,8.3
4721,53341,9
4722,50168,9.3
4723,52035,10
4724,51438,8.3
4725,53226,5.8
4726,50875,9.5
4727,52300,9
4728,50599,6.1
4729,51226,6.6
4730,51878,6.4
4731,52565,6.7
4732,53100,10
4733,51811,7
4734,50757,5.8
4735,52573,5.9
4736,53324,9.1
4737,51329,5
4738,53023,5.6
4739,51389,7.1
4740,51060,7
4741,52854,10
4742,52547,10
4743,52123,7.7
4744,53177,10
4745,51439,6.9
4746,50700,9.7
4747,49905,5
4748,51902,10
4749,52050,8.8
4750,53334,7.8
4751,53747,7.2
4752,50098,10
4753,52228,8.5
4754,52180,5.2
4755,52044,9.4
4756,51092,7.8
4757,52018,9.5
4758,52967,9.6
4759,50377,10
4760,52437,8.9
4761,50114,9.9
4762,52505,10
4763,53406,9.5
4764,52158,9
4765,52280,10
4766,52865,7.5
4767,50173,5.2
4768,50873,9.5
4769,50045,6.3
4770,50449,10
4771,50460,10
4772,53751,7.3
4773,53484,5.5
4774,52351,9
4775,53214,8.8
4776,51540,5.3
4777,52166,8.6
4778,52626,5.8
4779,53361,9
4780,50877,9.2
4781,51108,7.6
4782,52478,5.9
4783,50334,10
4784,53613,8
4785,53776,5.6
4786,51736,5
4787,52671,10
4788,50302,5.4
4789,53548,8.2
4790,51320,6.3
4791,53283,5.8
4792,50863,7.2
4793,53786,5.7
4794,50075,10
4795,50629,5.1
4796,52457,10
4797,53321,9.5
4798,50809,8.1
4799,50612,6.3
4800,52813,10
4801,50920,7.2
4802,52329,6.3
4803,52395,6.7
4804,51549,8.2
4805,53428,5.3
4806,53870,10
4807,51913,10
4808,50821,5.8
4809,51880,9.3
4810,52059,9.5
4811,51717,10
4812,52439,9.4
4813,53703,10
4814,51435,10
4815,52876,7.4
4816,52265,8.8
4817,50470,9
4818,53139,7.8
4819,50774,6.2
4820,51317,10
4821,51744,9.2
4822,52872,10
4823,52194,5
4824,51337,6.5
4825,50941,6.3
4826,51472,7.4
4827,50074,7.3
4828,51591,6.1
4829,50274,10
4830,52560,10
4831,52768,7.7
4832,52110,10
4833,52613,5.8
4834,51449,6.6
4835,53177,10
4836,51718,10
4837,53540,9.2
4838,50789,7.9
4839,51737,9
4840,51760,8.8
4841,50977,8
4842,52306,10
4843,52568,9.7
4844,53644,9.1
4845,51169,10
4846,52044,9.8
4847,53710,6.6
4848,51024,5.2
4849,53043,6.7
4850,50775,9
4851,52996,5.6
4852,51404,10
4853,52439,8.8
4854,51816,8.7
4855,53087,7.8
4856,50370,7.9
4857,52477,9.4
4858,53110,5.2
4859,50047,6.1
4860,52310,7.6
4861,51638,5.6
4862,51666,5.8
4863,51794,5
4864,52665,10
4865,51002,6.4
4866,52276,7.4
4867,53642,6
4868,53670,8.9
4869,50291,6.5
4870,51512,6
4871,50497,5.6
4872,50127,8.6
4873,53622,5.7
4874,51337,6.3
4875,53349,5.4
4876,53650,5
4877,52660,5.3
4878,52828,6.2
4879,51057,5.6
4880,52126,10
4881,50352,5.6
4882,53668,6.2
4883,50376,6.4
4884,53477,10
4885,50202,7
4886,50721,6
4887,51960,5.1
4888,51836,5.2
4889,51563,8.8
4890,52273,9.2
4891,53327,9
4892,50841,9.7
4893,51899,5.8
4894,53079,6.5
4895,50790,5.4
4896,53433,10
4897,52663,7
4898,51253,10
4899,53687,9.6
4900,51344,7
4901,52117,9.5
4902,50750,9.2
4903,51306,9.1
4904,52797,10
4905,50943,7
4906,51416,6.2
4907,50528,9.1
4908,50287,10
4909,53151,7
4910,52465,8.5
4911,53005,9.4
4912,53648,7.6
4913,52002,7.5
4914,50493,7.2
4915,51711,9.4
4916,51413,5.5
4917,50620,8.5
4918,50607,10
4919,50409,10
4920,52335,5.9
4921,53364,8
4922,51645,9.6
4923,52442,6
4924,51093,10
4925,51508,8
4926,50096,5
4927,53243,5.3
4928,53406,8.8
4929,53149,5.6
4930,51372,5.1
4931,53155,7.7
4932,52437,10
4933,51087,9.5
4934,52222,7.6
4935,53277,8.3
4936,50798,5.1
4937,52590,9.4
4938,50616,5.9
4939,50870,5.2
4940,51011,7.9
4941,52242,5
4942,51209,5.4
4943,52189,9.7
4944,51471,10
4945,51379,7
4946,52683,8.4
4947,50857,9.9
4948,53109,5.2
4949,52970,5.1
4950,51292,9.3
4951,52832,8
4952,50997,8.1
4953,50867,10
4954,50798,6.5
4955,51903,5.8
4956,52263,5.7
4957,52977,9.9
4958,53834,6.7
4959,51121,10
4960,51057,10
4961,52561,7.1
4962,52574,7.5
4963,53899,6.5
4964,50278,9
4965,52531,7.8
4966,50585,8.5
4967,52718,5
4968,53206,7.4
4969,53272,6.2
4970,52056,6.7
4971,53442,7.6
4972,53477,8.4
4973,52559,6.4
4974,53990,7
4975,51470,9
4976,53076,9.8
4977,51536,6.6
4978,53316,5.5
4979,53501,7.3
4980,53086,5.2
4981,50590,9.6
4982,53207,8.6
4983,51915,5.4
4984,52247,7
4985,52011,9
4986,51459,6.9
4987,51193,7.1
4988,50257,6.4
4989,51448,6.7
4990,50809,5.6
4991,52556,6.4
4992,52999,8.2
4993,51717,8.9
4994,52277,10
4995,50941,6.8
4996,52007,8.3
4997,51851,10
4998,50594,10
4999,51120,5.9
5000,51454,8.2
5001,53987,7
5002,54005,5.9
5003,51119,7.6
5004,50952,9
5005,53308,8.9
5006,51279,10
5007,51716,5.2
5008,52296,6.9
5009,51832,8.7
5010,51834,10
5011,53114,10
5012,52012,6.3
5013,51459,9.5
5014,50649,10
5015,51254,8.6
5016,53314,5.1
5017,51898,6.1
5018,52606,8.1
5019,53429,5.3
5020,50273,5.3
5021,50623,10
5022,51303,6.8
5023,50523,9.2
5024,52086,10
5025,52903,5.9
5026,53700,9.7
5027,52582,9.5
5028,51701,10
5029,53664,8.5
5030,52476,5.3
5031,50835,5.1
5032,52125,6.7
5033,50365,7.6
5034,51821,8.5
5035,53029,10
5036,50925,8.3
5037,54078,9.7
5038,50824,8.5
5039,53518,8.5
5040,53132,9.2
5041,51481,7.8
5042,51296,6.7
5043,50973,5.5
5044,54135,10
5045,52750,7.4
5046,50389,7.2
5047,53160,9.3
5048,51760,9.6
5049,54051,9.2
5050,53154,8.5
5051,50904,10
5052,51524,10
5053,51397,6.2
5054,50746,7.8
5055,51501,8.4
5056,52575,7.1
5057,51066,7
5058,53719,6
5059,53401,6.7
5060,51763,10
5061,52667,7
5062,51689,5.3
5063,50263,7.3
5064,53224,7.8
5065,53099,9.7
5066,53371,6.2
5067,50318,9.2
5068,50602,6
5069,53988,6.7
5070,53284,9.1
5071,51603,9
5072,52912,5.1
5073,51496,8.3
5074,51226,9.1
5075,53509,5.9
5076,50653,10
5077,53258,5.5
5078,52728,7.7
5079,53869,8
5080,51403,6.5
5081,52201,8.2
5082,51979,9
5083,52281,7.9
5084,50883,8.6
5085,50857,5.4
5086,50222,7.3
5087,52947,6.1
5088,51035,5.3
5089,52785,7.9
5090,52023,6.8
5091,53759,10
5092,51475,10
5093,50656,5.5
5094,53067,10
5095,53681,10
5096,53266,6.3
5097,51601,5.3
5098,52673,6.1
5099,53631,10
5100,53377,6.5
5101,50708,6.2
5102,53608,7.7
5103,51542,7.7
5104,52103,10
5105,52295,8.5
5106,52353,5.6
5107,50359,7.4
5108,50296,8.1
5109,50907,9.8
5110,50844,6.2
5111,52051,9.8
5112,50977,6
5113,50654,9.2
5114,51986,8
5115,52381,6.1
5116,51676,6.5
5117,53575,10
5118,50428,7.3
5119,51319,6.1
5120,50454,10
5121,53468,6.3
5122,50674,6.2
5123,51377,10
5124,50866,10
5125,53503,7
5126,51224,8.1
5127,50956,8.8
5128,52291,6.4
5129,53031,8.6
5130,53547,6.3
5131,53247,8.5
5132,51059,9.2
5133,53113,8.3
5134,50946,10
5135,52420,5.2
5136,51747,10
5137,51857,6.4
5138,52418,7.2
5139,50483,6.2
5140,53406,5.8
5141,51463,9.5
5142,51056,6.7
5143,52980,9.6
5144,51369,10
5145,53757,7.9
5146,52334,8.5
5147,50682,5.3
5148,52129,10
5149,51380,7.8
5150,52192,6.7
5151,52200,9.6
5152,51121,8
5153,51123,10
5154,53609,8
5155,53169,10
5156,52409,6.7
5157,51752,8
5158,51129,9.8
5159,51785,6.2
5160,53737,10
5161,52777,5.8
5162,50268,9
5163,51412,6.9
5164,53797,7.1
5165,50269,10
5166,52391,8.9
5167,51569,5
5168,50898,6
5169,52328,9.1
5170,51279,5.4
5171,50911,9
5172,52940,9.9
5173,53547,9.8
5174,53228,6.6
5175,53943,8
5176,54263,9.1
5177,52045,8.5
5178,51624,7.4
5179,53026,5.6
5180,52453,7.4
5181,52722,6
5182,52914,9.7
5183,53951,8.9
5184,52125,9.4
5185,52889,9.1
5186,50514,8.2
5187,52245,6
5188,50631,9.3
5189,51244,5.5
5190,53557,7.7
5191,50897,5.4
5192,53274,10
5193,52376,6.8
5194,54001,6.3
5195,53510,9.9
5196,51333,9
5197,53251,10
5198,53888,8.1
5199,51820,7.5
5200,51611,8.3
5201,51912,9.3
5202,53683,8.3
5203,50854,10
5204,51719,5.9
5205,53212,6.6
5206,50408,8.6
5207,53644,7.5
5208,51350,8.2
5209,54244,5.5
5210,53707,5.4
5211,50513,5.7
5212,51191,10
5213,50462,8.6
5214,51451,8.3
5215,54051,10
5216,54137,10
5217,54107,8
5218,54187,8
5219,54079,9.2
5220,52581,9
5221,52132,6.1
5222,53513,7
5223,50718,8.1
5224,51864,5.3
5225,53872,10
5226,52443,9
5227,53803,5.7
5228,50389,9.4
5229,51725,5.3
5230,52411,8.1
5231,51351,5.7
5232,52237,9.9
5233,50583,9.9
5234,54017,9
5235,52944,7.1
5236,51246,8
5237,50631,10
5238,53071,6.4
5239,53407,6
5240,51291,6.8
5241,52330,8
5242,53896,6.6
5243,53990,6.5
5244,50833,6
5245,53067,9.4
5246,51570,10
5247,54209,9.2
5248,52750,5.8
5249,52102,9.2
5250,52566,5.7
5251,51043,8
5252,50727,5.2
5253,51804,10
5254,52979,7.5
5255,50575,5.2
5256,51617,6.8
5257,52881,7.3
5258,50741,6.4
5259,52728,10
5260,53283,6
5261,53081,9
5262,52247,6.2
5263,52305,10
5264,52280,5.3
5265,50674,7.1
5266,54159,5.6
5267,51264,9
5268,54071,10
5269,50488,5.4
5270,52960,5.7
5271,51651,10
5272,51513,10
5273,52234,9.8
5274,51480,6
5275,50501,9.7
5276,50656,9.1
5277,52929,5
5278,51903,10
5279,51784,5
5280,51412,8
5281,51382,10
5282,52719,5.6
5283,51303,10
5284,52177,6
5285,51143,6.2
5286,51777,9.8
5287,52505,8.2
5288,51712,9.3
5289,51707,5.8
5290,53261,6.5
5291,53287,9.6
5292,53941,8.4
5293,53610,9.1
5294,53408,9.4
5295,51700,6.3
5296,50462,9.3
5297,50468,9.9
5298,52465,8.4
5299,51838,8.9
5300,54315,6
5301,51109,8.5
5302,53847,10
5303,53969,6.3
5304,51953,7.9
5305,53625,10
5306,52595,9.1
5307,51581,8.6
5308,53015,9
5309,51843,8.1
5310,52874,9.8
5311,54057,7.9
5312,50986,8.4
5313,52804,8.3
5314,52822,7.3
5315,54358,5.1
5316,51595,8
5317,51050,6
5318,51992,8.8
5319,53208,5.1
5320,51069,10
5321,52978,5.6
5322,51084,6.9
5323,51916,8.2
5324,51794,5.7
5325,52375,9.7
5326,53916,6.4
5327,51495,7
5328,51470,10
5329,52316,5.2
5330,50612,9.3
5331,51419,9.7
5332,51550,7.4
5333,51253,10
5334,53952,5.3
5335,54282,6.7
5336,53387,9
5337,52655,8
5338,51039,8.3
5339,50930,6.6
5340,53437,8.1
5341,50778,8
5342,52501,6.3
5343,50831,5.3
5344,53621,8.6
5345,53865,8.7
5346,53686,9.3
5347,50875,8
5348,54256,6
5349,50985,9.1
5350,54269,5.9
5351,53847,10
5352,50723,7.3
5353,54379,6.2
5354,53375,7.7
5355,53090,10
5356,52803,8.6
5357,52504,9.9
5358,51798,7
5359,50782,7.1
5360,51554,10
5361,52881,7
5362,52159,5.3
5363,53721,10
5364,50731,6.3
5365,51005,5.8
5366,51801,8.6
5367,52418,8.4
5368,53166,7.1
5369,54372,7
5370,51684,5.1
5371,53702,6.5
5372,53194,9.4
5373,52307,9.6
5374,52484,10
5375,50553,10
5376,53032,7.3
5377,51113,7
5378,54070,6.8
5379,50676,8.7
5380,52463,10
5381,51437,6.2
5382,54394,7
5383,53254,7.4
5384,53199,7.4
5385,51151,5.2
5386,51200,6.5
5387,51164,6.1
5388,51269,5.2
5389,51740,10
5390,53078,9.9
5391,54041,6.2
5392,54014,6.3
5393,51064,6.1
5394,50522,6.2
5395,53298,6.4
5396,51817,7.8
5397,53568,7.1
5398,53223,7.4
5399,51643,8.1
5400,52006,6.2
5401,50631,7
5402,51270,8.8
5403,52532,10
5404,52249,9.4
5405,51720,5.3
5406,51490,8.1
5407,50723,8.4
5408,51415,9.2
5409,52670,10
5410,54051,7.7
5411,51287,7
5412,50669,7.2
5413,51191,9.9
5414,53171,8.5
5415,51106,10
5416,53080,6
5417,52552,5.1
5418,54411,10
5419,51541,10
5420,50829,9
5421,51480,10
5422,53554,10
5423,50541,5.9
5424,52797,5.2
5425,51170,9.9
5426,51148,10
5427,51339,6.9
5428,51617,9
5429,50816,8
5430,52384,5.1
5431,51834,8
5432,51725,10
5433,52803,10
5434,53574,7.3
5435,50744,8.6
5436,53613,6.7
5437,51015,8.1
5438,54071,10
5439,52133,6
5440,51164,8.6
5441,51071,6.5
5442,51519,9
5443,52754,6.4
5444,50932,6.2
5445,51300,7.8
5446,51457,8.7
5447,50744,6.3
5448,52984,5.1
5449,52298,7.4
5450,53604,9.1
5451,51369,8.5
5452,51583,5.6
5453,54238,5.6
5454,52914,8.5
5455,52401,8.5
5456,54204,8
5457,51443,10
5458,52606,7.1
5459,52943,9.9
5460,54059,6.7
5461,52898,9
5462,52117,5.6
5463,53268,6.4
5464,53297,7.2
5465,51303,6.7
5466,53705,9.6
5467,54175,8.7
5468,53453,5.5
5469,53618,7.6
5470,52722,10
5471,51037,9.2
5472,50957,8.2
5473,52073,6.2
5474,53791,6.4
5475,53321,9.6
5476,51006,5.2
5477,52443,8.7
5478,53227,7
5479,52738,6
5480,50927,9.7
5481,53395,7.8
5482,53726,10
5483,52747,5.2
5484,53843,7.3
5485,52948,9
5486,53914,6
5487,53784,7.4
5488,51877,7.5
5489,54100,10
5490,53707,7.3
5491,53601,10
5492,54261,9.7
5493,52920,5.1
5494,52748,10
5495,52339,6.5
5496,54136,8.8
5497,52759,9.1
5498,53227,10
5499,53682,9
5500,53046,10
5501,51023,10
5502,50815,9.7
5503,51151,10
5504,51115,10
5505,54447,7
5506,51492,8
5507,54097,10
5508,50668,6
5509,53897,7.6
5510,52436,6
5511,52504,8.8
5512,51371,10
5513,54386,10
5514,52270,7.5
5515,54065,8.4
5516,51614,5.4
5517,54507,6.5
5518,53619,8.5
5519,52168,8
5520,51150,9.9
5521,52350,5.7
5522,51396,10
5523,54033,10
5524,52545,6.8
5525,53520,8.5
5526,53990,9
5527,54102,7.6
5528,53165,6.2
5529,52701,7
5530,53611,10
5531,51771,10
5532,51837,10
5533,50872,7.3
5534,50760,5.5
5535,54528,6.5
5536,51115,10
5537,54274,10
5538,50727,6.1
5539,53457,7.8
5540,51578,9.7
5541,53505,5
5542,53528,10
5543,53685,7.6
5544,51066,5
5545,53511,10
5546,51003,5.5
5547,51118,7.7
5548,52106,6.6
5549,51131,9.3
5550,52447,7.6
5551,53071,8.3
5552,50976,6.3
5553,50955,5.5
5554,52661,8.5
5555,52622,5.7
5556,53469,9.2
5557,54496,10
5558,53233,9.9
5559,51862,8.8
5560,53381,9.3
5561,54109,8.1
5562,51610,9.4
5563,54229,6
5564,51075,8.6
5565,50911,8.1
5566,52520,7.8
5567,52407,8.1
5568,54298,9.1
5569,50909,9
5570,52963,5.2
5571,52780,9
5572,51744,7.8
5573,51540,10
5574,54182,8.2
5575,53774,5.8
5576,52862,9.8
5577,51608,8.3
5578,52274,7.5
5579,52090,6.4
5580,53448,10
5581,51190,10
5582,51136,8.4
5583,51692,6
5584,51106,8
5585,53608,10
5586,52943,7.5
5587,53902,6.8
5588,53916,8.4
5589,52724,10
5590,52244,9.6
5591,54004,10
5592,51040,5.1
5593,53344,10
5594,53496,9
5595,51542,8
5596,52261,9.3
5597,52732,5.7
5598,52172,6.8
5599,50822,7.9
5600,52032,7.2
5601,52354,6
5602,52684,9
5603,53564,8.9
5604,51933,9.7
5605,54121,9.7
5606,53744,10
5607,52435,5.7
5608,54384,7.4
5609,51658,10
5610,53133,8.5
5611,51611,5.7
5612,53198,9.6
5613,54001,7
5614,52594,6.6
5615,53362,8.8
5616,53913,8.7
5617,52365,7.6
5618,53873,9.4
5619,52246,5.4
5620,53041,8.9
5621,54596,7.7
5622,51436,10
5623,50747,10
5624,53307,9.4
5625,52643,7.9
5626,54626,8.3
5627,53720,5.1
5628,52806,10
5629,51053,5.9
5630,52809,7.6
5631,52529,7.9
5632,50762,6.6
5633,51608,6.9
5634,52693,5.6
5635,52020,10
5636,53446,7
5637,52017,6.9
5638,52832,7.8
5639,52916,8.7
5640,52264,10
5641,54477,5
5642,51810,10
5643,52842,8.9
5644,54237,6.8
5645,51964,10
5646,51761,6.9
5647,50767,6.2
5648,54396,9.7
5649,54449,8.3
5650,54608,6.1
5651,53770,10
5652,52446,10
5653,52699,9.5
5654,52452,8.5
5655,53360,8.4
5656,53220,9.8
5657,52267,6
5658,51658,7.9
5659,51529,10
5660,52080,7.7
5661,52074,6
5662,50879,5
5663,53470,10
5664,51680,5.9
5665,53204,6.8
5666,51984,6.6
5667,53175,7
5668,52647,6.3
5669,54681,7
5670,52967,10
5671,51556,8.1
5672,54620,9.5
5673,50826,7
5674,52231,9.6
5675,53731,7
5676,52527,6.8
5677,50971,10
5678,53967,8.2
5679,51545,9.5
5680,53961,7
5681,51436,6.1
5682,51614,5.8
5683,51958,7.3
5684,52601,7.4
5685,52700,5
5686,51938,7.5
5687,51160,10
5688,51416,6.1
5689,51778,10
5690,52707,5.8
5691,53030,9
5692,54268,7.1
5693,52677,9.4
5694,51926,10
5695,52463,6.8
5696,54769,6.2
5697,54669,10
5698,54407,5
5699,51218,6.7
5700,52775,8.9
5701,53003,7.2
5702,53858,6.2
5703,53288,9.4
5704,51641,8.7
5705,53789,6.3
5706,51205,5.9
5707,54157,5
5708,54186,10
5709,52639,6.6
5710,54603,6.4
5711,54550,10
5712,54243,5.6
5713,50919,5.1
5714,51180,10
5715,51635,7.7
5716,52816,8.5
5717,52232,6.2
5718,53640,5.6
5719,54330,10
5720,53032,8
5721,51619,10
5722,54609,10
5723,51158,10
5724,54703,8
5725,54675,8.4
5726,53730,7.8
5727,53781,8.4
5728,53462,8.9
5729,51686,5.8
5730,51020,6.1
5731,54283,7.9
5732,53292,6.1
5733,52983,5.1
5734,54175,9.8
5735,52402,5.7
5736,51897,10
5737,53037,9
5738,52842,9.8
5739,51591,8.3
5740,52574,5.3
5741,51621,8.7
5742,54080,7.9
5743,52329,7.7
5744,53349,6.7
5745,53860,9.6
5746,51409,9
5747,51149,6.3
5748,52916,9.8
5749,52587,8.5
5750,52400,8.2
5751,53032,6.2
5752,52209,8.2
5753,53476,10
5754,54480,7.8
5755,54513,6.5
5756,54150,5.4
5757,53405,10
5758,52147,5.5
5759,52389,7
5760,54772,9
5761,53369,7.3
5762,52827,9
5763,51235,6
5764,52167,5.7
5765,52258,7.4
5766,51781,7.1
5767,54488,9.2
5768,54138,8.4
5769,54287,6.3
5770,52176,7.6
5771,54336,5.1
5772,51733,8
5773,51877,8.9
5774,51427,10
5775,52643,6
5776,51851,8.9
5777,54799,5.5
5778,54188,6.2
5779,54429,5.8
5780,51018,7.1
5781,51768,8.2
5782,54454,10
5783,51726,10
5784,51010,9.5
5785,53987,10
5786,54628,5.5
5787,53177,7
5788,54730,9.4
5789,54678,10
5790,52454,7.8
5791,52806,8
5792,54066,10
5793,51355,5.6
5794,53184,7.9
5795,53313,8.8
5796,52017,6
5797,53458,5
5798,51185,7.5
5799,52255,5.9
5800,51736,7
5801,53647,10
5802,53651,5.1
5803,52995,7.7
5804,54469,7.6
5805,54250,9
5806,53715,5.6
5807,53280,8.1
5808,53161,5.2
5809,51591,5.7
5810,53613,10
5811,51304,5.8
5812,54420,5.9
5813,51015,6.5
5814,52301,9.2
5815,53107,6.8
5816,51887,8.4
5817,52284,6.1
5818,51643,5.2
5819,52322,6.3
5820,52302,8.7
5821,51389,7.3
5822,51916,10
5823,52574,5.9
5824,54140,10
5825,52460,10
5826,52913,6.5
5827,52215,10
5828,53945,6
5829,51076,6.1
5830,52112,9.3
5831,53481,7
5832,52949,8
5833,54686,9
5834,51501,10
5835,53781,8.3
5836,51103,10
5837,54657,7.8
5838,52913,9.2
5839,53361,5.1
5840,51842,8
5841,52983,5.8
5842,51471,9
5843,52210,8.8
5844,54029,7.6
5845,51905,7.5
5846,54923,8.4
5847,53495,6.8
5848,53117,10
5849,52090,6
5850,54693,7.2
5851,51070,5.5
5852,52019,10
5853,53057,6
5854,54100,7.3
5855,54467,6
5856,52563,8.5
5857,52001,7.8
5858,52261,6.7
5859,52994,10
5860,54680,10
5861,53854,10
5862,54949,5.9
5863,53712,6.2
5864,51654,7.2
5865,51958,5.1
5866,53376,9
5867,51621,9
5868,54002,7.6
5869,54094,8.1
5870,54202,6.4
5871,52797,10
5872,53629,8.7
5873,54966,5.3
5874,51250,10
5875,54346,10
5876,53670,8
5877,54117,10
5878,54613,9
5879,51484,5.9
5880,52307,7.3
5881,51436,8.8
5882,52312,10
5883,54972,8.8
5884,51589,7
5885,52323,10
5886,54003,8.9
5887,51452,6
5888,52327,6.3
5889,52027,6.5
5890,52143,8
5891,51012,5.6
5892,54452,7.1
5893,51832,9.5
5894,54369,7.5
5895,51883,7.9
5896,54344,5.9
5897,52782,8.2
5898,53496,8.4
5899,51668,7.9
5900,53354,9.4
5901,51660,9.5
5902,53106,10
5903,53427,10
5904,54703,7.3
5905,53888,6.3
5906,52008,8
5907,52961,9.6
5908,51041,10
5909,53601,8.8
5910,52154,10
5911,51237,9.9
5912,52823,7.7
5913,54618,8.1
5914,53871,7.1
5915,51485,5.1
5916,53843,10
5917,54828,9
5918,52746,6.8
5919,53581,5.9
5920,53816,6
5921,51200,9.5
5922,52086,9.5
5923,54723,7.2
5924,52404,10
5925,54169,10
5926,53590,9.4
5927,52931,7
5928,51029,6.3
5929,52020,5.1
5930,52527,9
5931,52823,10
5932,54400,8.2
5933,53332,8.7
5934,54736,10
5935,52213,10
5936,52248,7.6
5937,54076,8.2
5938,52504,10
5939,51662,8.4
5940,53493,10
5941,53658,7.3
5942,51047,5.9
5943,53755,6.1
5944,54389,6.1
5945,52125,8.4
5946,53901,5.2
5947,53211,6.7
5948,51730,8
5949,51243,10
5950,51115,5.4
5951,54504,9.9
5952,51524,9.6
5953,54935,6.1
5954,51098,5.1
5955,53407,10
5956,52793,9.6
5957,52458,5.1
5958,54164,10
5959,54983,8
5960,53842,5.5
5961,52033,5.5
5962,52194,7.3
5963,54820,8
5964,52023,9.7
5965,52892,9
5966,54252,6.9
5967,53465,6.8
5968,52013,7
5969,51397,8.2
5970,53876,6
5971,54766,10
5972,54086,10
5973,53482,5.9
5974,51450,9.2
5975,53208,6.9
5976,52494,5.3
5977,51846,10
5978,54120,7.7
5979,54165,5.1
5980,54217,8
5981,54104,7.7
5982,51669,8.3
5983,53885,8.3
5984,51239,8.4
5985,53200,10
5986,54819,9.5
5987,53772,8.5
5988,53949,8.7
5989,54154,5.5
5990,52822,7.8
5991,51818,6.4
5992,51248,10
5993,54442,7.3
5994,54432,9.6
5995,51265,10
5996,53702,5.1
5997,54154,10
5998,54992,7.8
5999,51572,9.4
6000,53300,10
6001,53477,9
6002,51427,6.6
6003,53681,9.5
6004,55067,5.7
6005,51487,7.6
6006,53227,5.3
6007,53004,8.5
6008,52903,8.7
6009,54780,9.5
6010,53672,8
6011,54390,7.2
6012,53337,7.5
6013,53306,7
6014,51630,5.2
6015,51804,9.6
6016,53149,5.4
6017,54499,8.6
6018,54195,9.2
6019,54033,6.2
6020,53411,9.2
6021,51373,5
6022,54224,10
6023,53531,8.7
6024,54261,9.3
6025,55118,10
6026,53188,6.5
6027,52112,6
6028,54251,5.6
6029,55042,10
6030,54293,9.5
6031,53638,5
6032,52336,5.3
6033,54038,10
6034,51993,9.1
6035,51370,8.9
6036,51824,9.6
6037,54640,9.1
6038,54209,8.9
6039,54516,9.2
6040,51451,6.2
6041,54939,7.5
6042,51156,10
6043,51430,6.5
6044,52365,9.3
6045,53656,8.6
6046,53509,6.7
6047,51712,8.7
6048,51181,8.1
6049,51840,7.3
6050,52698,6
6051,54050,7
6052,51746,8
6053,53438,7.2
6054,52454,10
6055,53182,5.8
6056,54751,5.5
6057,53110,5.8
6058,52067,6.6
6059,52318,9.9
6060,52617,7.5
6061,53066,5.4
6062,54870,10
6063,54125,10
6064,54529,10
6065,51894,5.6
6066,54903,6.3
6067,53012,9.7
6068,52595,8.7
6069,52191,5.3
6070,51520,7.6
6071,54690,10
